,city,state,city_size,mode,n,percent,moe,state_abb,state_region
2957,Seaside city,California,Small,Walk,505,3.2,1.0,CA,West
2958,SeaTac city,Washington,Small,Walk,234,1.9,1.0,WA,West
2959,Sebastian city,Florida,Small,Walk,35,0.4,0.4,FL,South
2960,Sedalia city,Missouri,Small,Walk,160,1.7,0.8,MO,North Central
2961,Seguin city,Texas,Small,Walk,350,3.3,1.4,TX,South
2962,Selma city,Alabama,Small,Walk,175,3.0,1.5,AL,South
2963,Selma city,California,Small,Walk,101,1.1,0.7,CA,West
2964,Shaker Heights city,Ohio,Small,Walk,247,1.8,0.7,OH,North Central
2965,Shakopee city,Minnesota,Small,Walk,275,1.4,0.7,MN,North Central
2966,Shawnee city,Kansas,Small,Walk,170,0.5,0.3,KS,North Central
2967,Shawnee city,Oklahoma,Small,Walk,386,3.0,0.9,OK,South
2968,Sheboygan city,Wisconsin,Small,Walk,666,2.8,0.8,WI,North Central
2969,Shelby city,North Carolina,Small,Walk,151,2.1,1.2,NC,South
2970,Shelbyville city,Tennessee,Small,Walk,16,0.2,0.3,TN,South
2971,Shelton city,Connecticut,Small,Walk,116,0.6,0.3,CT,Northeast
2972,Sherman city,Texas,Small,Walk,454,2.8,0.9,TX,South
2973,Sherwood city,Arkansas,Small,Walk,143,0.9,0.7,AR,South
2974,Shoreline city,Washington,Small,Walk,560,2.2,0.7,WA,West
2975,Shoreview city,Minnesota,Small,Walk,103,0.8,0.8,MN,North Central
2976,Sidney city,Ohio,Small,Walk,124,1.3,0.7,OH,North Central
2977,Sierra Vista city,Arizona,Small,Walk,1128,5.5,1.8,AZ,West
2978,Sioux City city,Iowa,Small,Walk,715,1.8,0.4,IA,North Central
2979,Skokie village,Illinois,Small,Walk,472,1.6,0.6,IL,North Central
2980,Slidell city,Louisiana,Small,Walk,152,1.3,0.7,LA,South
2981,Smyrna city,Georgia,Small,Walk,305,1.1,0.5,GA,South
2982,Smyrna town,Tennessee,Small,Walk,92,0.5,0.4,TN,South
2983,Socorro city,Texas,Small,Walk,128,1.1,0.7,TX,South
2984,Soledad city,California,Small,Walk,78,1.3,1.2,CA,West
2985,Solon city,Ohio,Small,Walk,77,0.7,0.4,OH,North Central
2986,Somerville city,Massachusetts,Small,Walk,4627,10.1,1.0,MA,Northeast
2987,South El Monte city,California,Small,Walk,490,5.9,2.1,CA,West
2988,South Elgin village,Illinois,Small,Walk,79,0.7,0.5,IL,North Central
2989,South Euclid city,Ohio,Small,Walk,182,1.6,0.7,OH,North Central
2990,South Gate city,California,Small,Walk,779,2.1,0.5,CA,West
2991,South Holland village,Illinois,Small,Walk,91,1.0,0.7,IL,North Central
2992,South Jordan city,Utah,Small,Walk,235,1.0,0.4,UT,West
2993,South Lake Tahoe city,California,Small,Walk,863,8.2,2.0,CA,West
2994,South Milwaukee city,Wisconsin,Small,Walk,188,1.9,0.8,WI,North Central
2995,South Pasadena city,California,Small,Walk,155,1.2,0.6,CA,West
2996,South Plainfield borough,New Jersey,Small,Walk,107,0.9,0.5,NJ,Northeast
2997,South Portland city,Maine,Small,Walk,373,2.7,0.9,ME,Northeast
2998,South Salt Lake city,Utah,Small,Walk,242,2.3,1.1,UT,West
2999,South San Francisco city,California,Small,Walk,1186,3.8,1.2,CA,West
3000,South St. Paul city,Minnesota,Small,Walk,180,1.7,0.9,MN,North Central
3001,Southaven city,Mississippi,Small,Walk,40,0.2,0.2,MS,South
3002,Southfield city,Michigan,Small,Walk,499,1.6,0.6,MI,North Central
3003,Southgate city,Michigan,Small,Walk,157,1.2,0.6,MI,North Central
3004,Southlake city,Texas,Small,Walk,121,1.1,0.5,TX,South
3005,Spanish Fork city,Utah,Small,Walk,96,0.7,0.4,UT,West
3006,Sparks city,Nevada,Small,Walk,542,1.3,0.4,NV,West
3007,Spartanburg city,South Carolina,Small,Walk,554,3.7,1.1,SC,South
3008,Spokane Valley city,Washington,Small,Walk,484,1.2,0.4,WA,West
3009,Spring Hill city,Tennessee,Small,Walk,138,1.0,1.1,TN,South
3010,Spring Valley village,New York,Small,Walk,687,4.9,1.8,NY,Northeast
3011,Springdale city,Arkansas,Small,Walk,390,1.3,0.5,AR,South
3012,Springfield city,Ohio,Small,Walk,1068,4.6,1.0,OH,North Central
3013,Springfield city,Oregon,Small,Walk,735,2.8,0.8,OR,West
3014,Springville city,Utah,Small,Walk,189,1.5,0.6,UT,West
3015,St. Charles city,Illinois,Small,Walk,402,2.3,1.2,IL,North Central
3016,St. Charles city,Missouri,Small,Walk,747,2.2,0.6,MO,North Central
3017,St. Clair Shores city,Michigan,Small,Walk,231,0.8,0.4,MI,North Central
3018,St. Cloud city,Florida,Small,Walk,154,1.0,0.7,FL,South
3019,St. Cloud city,Minnesota,Small,Walk,1220,3.6,0.8,MN,North Central
3020,St. George city,Utah,Small,Walk,887,3.2,0.8,UT,West
3021,St. Joseph city,Missouri,Small,Walk,804,2.3,0.6,MO,North Central
3022,St. Louis Park city,Minnesota,Small,Walk,423,1.6,0.6,MN,North Central
3023,St. Peters city,Missouri,Small,Walk,202,0.7,0.3,MO,North Central
3024,Stanton city,California,Small,Walk,581,3.4,2.1,CA,West
3025,Starkville city,Mississippi,Small,Walk,419,4.1,1.4,MS,South
3026,State College borough,Pennsylvania,Small,Walk,5486,36.2,3.2,PA,Northeast
3027,Statesboro city,Georgia,Small,Walk,498,4.5,1.9,GA,South
3028,Statesville city,North Carolina,Small,Walk,83,0.8,0.5,NC,South
3029,Staunton city,Virginia,Small,Walk,785,7.1,1.7,VA,South
3030,Stevens Point city,Wisconsin,Small,Walk,1558,11.7,1.9,WI,North Central
3031,Stillwater city,Oklahoma,Small,Walk,1977,8.7,1.2,OK,South
3032,Stockbridge city,Georgia,Small,Walk,26,0.2,0.3,GA,South
3033,Stow city,Ohio,Small,Walk,234,1.3,0.7,OH,North Central
3034,Streamwood village,Illinois,Small,Walk,119,0.6,0.3,IL,North Central
3035,Strongsville city,Ohio,Small,Walk,234,1.0,0.4,OH,North Central
3036,Suffolk city,Virginia,Small,Walk,247,0.6,0.2,VA,South
3037,Sugar Land city,Texas,Small,Walk,376,1.0,0.5,TX,South
3038,Suisun City city,California,Small,Walk,167,1.3,0.8,CA,West
3039,Sulphur city,Louisiana,Small,Walk,100,1.2,1.0,LA,South
3040,Summerville town,South Carolina,Small,Walk,263,1.4,0.7,SC,South
3041,Summit city,New Jersey,Small,Walk,603,6.2,2.4,NJ,Northeast
3042,Sumter city,South Carolina,Small,Walk,568,3.4,0.9,SC,South
3043,Sun Prairie city,Wisconsin,Small,Walk,188,1.1,0.5,WI,North Central
3044,Sunny Isles Beach city,Florida,Small,Walk,364,3.9,1.9,FL,South
3045,Sunrise city,Florida,Small,Walk,309,0.7,0.3,FL,South
3046,Superior city,Wisconsin,Small,Walk,545,3.9,1.1,WI,North Central
3047,Sweetwater city,Florida,Small,Walk,172,2.3,1.5,FL,South
3048,Syracuse city,Utah,Small,Walk,20,0.2,0.2,UT,West
3049,Tamarac city,Florida,Small,Walk,73,0.3,0.2,FL,South
3050,Tarpon Springs city,Florida,Small,Walk,88,1.0,0.7,FL,South
3051,Taunton city,Massachusetts,Small,Walk,379,1.4,0.5,MA,Northeast
3052,Taylor city,Michigan,Small,Walk,354,1.5,0.5,MI,North Central
3053,Taylorsville city,Utah,Small,Walk,327,1.1,0.5,UT,West
3054,Temple City city,California,Small,Walk,128,0.8,0.4,CA,West
3055,Temple city,Texas,Small,Walk,437,1.4,0.5,TX,South
3056,Temple Terrace city,Florida,Small,Walk,176,1.4,0.8,FL,South
3057,Terre Haute city,Indiana,Small,Walk,1486,6.2,1.1,IN,North Central
3058,Texarkana city,Arkansas,Small,Walk,104,0.8,0.4,AR,South
3059,Texarkana city,Texas,Small,Walk,161,1.1,0.8,TX,South
3060,Texas City city,Texas,Small,Walk,452,2.4,0.9,TX,South
3061,The Colony city,Texas,Small,Walk,94,0.5,0.4,TX,South
3062,Thomasville city,North Carolina,Small,Walk,197,1.8,0.9,NC,South
3063,Tigard city,Oregon,Small,Walk,629,2.5,0.7,OR,West
3064,Tinley Park village,Illinois,Small,Walk,334,1.2,0.7,IL,North Central
3065,Titusville city,Florida,Small,Walk,166,1.0,0.6,FL,South
3066,Tooele city,Utah,Small,Walk,241,1.8,0.9,UT,West
3067,Torrington city,Connecticut,Small,Walk,449,2.6,1.1,CT,Northeast
3068,Tracy city,California,Small,Walk,412,1.2,0.5,CA,West
3069,Trenton city,New Jersey,Small,Walk,1880,5.7,1.2,NJ,Northeast
3070,Trotwood city,Ohio,Small,Walk,140,1.5,0.9,OH,North Central
3071,Troy city,Michigan,Small,Walk,326,0.9,0.3,MI,North Central
3072,Troy city,New York,Small,Walk,2739,12.2,1.7,NY,Northeast
3073,Troy city,Ohio,Small,Walk,215,1.8,0.7,OH,North Central
3074,Trussville city,Alabama,Small,Walk,38,0.4,0.5,AL,South
3075,Tualatin city,Oregon,Small,Walk,312,2.4,1.0,OR,West
3076,Tulare city,California,Small,Walk,387,1.7,0.7,CA,West
3077,Tupelo city,Mississippi,Small,Walk,139,0.9,0.7,MS,South
3078,Turlock city,California,Small,Walk,552,2.0,0.7,CA,West
3079,Tuscaloosa city,Alabama,Small,Walk,972,2.6,0.6,AL,South
3080,Tustin city,California,Small,Walk,693,1.8,0.5,CA,West
3081,Twentynine Palms city,California,Small,Walk,1951,15.0,3.0,CA,West
3082,Twin Falls city,Idaho,Small,Walk,342,1.8,0.7,ID,West
3083,Tyler city,Texas,Small,Walk,788,1.8,0.7,TX,South
3084,Union City city,California,Small,Walk,361,1.2,0.5,CA,West
3085,Union City city,Georgia,Small,Walk,74,0.9,1.1,GA,South
3086,Union City city,New Jersey,Small,Walk,3936,12.7,1.3,NJ,Northeast
3087,University City city,Missouri,Small,Walk,750,4.4,1.3,MO,North Central
3088,University Park city,Texas,Small,Walk,685,7.4,1.5,TX,South
3089,University Place city,Washington,Small,Walk,243,1.7,0.8,WA,West
3090,Upland city,California,Small,Walk,353,1.1,0.5,CA,West
3091,Upper Arlington city,Ohio,Small,Walk,219,1.3,0.5,OH,North Central
3092,Urbana city,Illinois,Small,Walk,3220,16.6,2.3,IL,North Central
3093,Urbandale city,Iowa,Small,Walk,116,0.5,0.4,IA,North Central
3094,Utica city,New York,Small,Walk,1694,7.2,1.0,NY,Northeast
3095,Vacaville city,California,Small,Walk,678,1.7,0.8,CA,West
3096,Valdosta city,Georgia,Small,Walk,529,2.3,0.7,GA,South
3097,Valley Stream village,New York,Small,Walk,501,2.8,1.0,NY,Northeast
3098,Valparaiso city,Indiana,Small,Walk,394,2.8,1.0,IN,North Central
3099,Van Buren city,Arkansas,Small,Walk,295,2.9,1.9,AR,South
3100,Venice city,Florida,Small,Walk,67,1.2,0.8,FL,South
3101,Vernon Hills village,Illinois,Small,Walk,40,0.3,0.2,IL,North Central
3102,Vestavia Hills city,Alabama,Small,Walk,188,1.2,0.7,AL,South
3103,Vicksburg city,Mississippi,Small,Walk,194,2.1,1.1,MS,South
3104,Victoria city,Texas,Small,Walk,433,1.5,0.6,TX,South
3105,Villa Park village,Illinois,Small,Walk,125,1.1,0.5,IL,North Central
3106,Vineland city,New Jersey,Small,Walk,303,1.2,0.6,NJ,Northeast
3107,Vista city,California,Small,Walk,707,1.7,0.6,CA,West
3108,Wadsworth city,Ohio,Small,Walk,117,1.2,0.8,OH,North Central
3109,Wake Forest town,North Carolina,Small,Walk,54,0.4,0.3,NC,South
3110,Walker city,Michigan,Small,Walk,118,1.0,0.5,MI,North Central
3111,Walla Walla city,Washington,Small,Walk,1113,8.7,2.2,WA,West
3112,Walnut city,California,Small,Walk,94,0.7,0.4,CA,West
3113,Walnut Creek city,California,Small,Walk,847,2.8,0.8,CA,West
3114,Waltham city,Massachusetts,Small,Walk,2654,7.8,1.2,MA,Northeast
3115,Warner Robins city,Georgia,Small,Walk,356,1.2,0.6,GA,South
3116,Warren city,Ohio,Small,Walk,192,1.4,0.7,OH,North Central
3117,Warwick city,Rhode Island,Small,Walk,377,0.9,0.3,RI,Northeast
3118,Wasco city,California,Small,Walk,94,1.4,0.8,CA,West
3119,Washington city,Utah,Small,Walk,47,0.6,0.8,UT,West
3120,Watauga city,Texas,Small,Walk,30,0.3,0.2,TX,South
3121,Waterloo city,Iowa,Small,Walk,590,1.9,0.4,IA,North Central
3122,Watertown city,New York,Small,Walk,511,4.2,1.2,NY,Northeast
3123,Watertown city,South Dakota,Small,Walk,75,0.7,0.6,SD,North Central
3124,Watertown city,Wisconsin,Small,Walk,406,3.5,1.0,WI,North Central
3125,Watertown Town city,Massachusetts,Small,Walk,465,2.5,0.8,MA,Northeast
3126,Watsonville city,California,Small,Walk,801,3.8,1.0,CA,West
3127,Waukegan city,Illinois,Small,Walk,548,1.4,0.6,IL,North Central
3128,Waukesha city,Wisconsin,Small,Walk,1311,3.4,0.5,WI,North Central
3129,Wausau city,Wisconsin,Small,Walk,618,3.3,0.8,WI,North Central
3130,Wauwatosa city,Wisconsin,Small,Walk,574,2.3,0.6,WI,North Central
3131,Waxahachie city,Texas,Small,Walk,222,1.6,0.7,TX,South
3132,Waynesboro city,Virginia,Small,Walk,153,1.7,0.9,VA,South
3133,Weatherford city,Texas,Small,Walk,136,1.2,0.8,TX,South
3134,Webster Groves city,Missouri,Small,Walk,371,3.2,1.3,MO,North Central
3135,Wellington village,Florida,Small,Walk,176,0.7,0.4,FL,South
3136,Wenatchee city,Washington,Small,Walk,502,3.6,1.3,WA,West
3137,Wentzville city,Missouri,Small,Walk,78,0.5,0.4,MO,North Central
3138,Weslaco city,Texas,Small,Walk,143,1.2,0.6,TX,South
3139,West Allis city,Wisconsin,Small,Walk,459,1.5,0.4,WI,North Central
3140,West Bend city,Wisconsin,Small,Walk,324,2.1,0.8,WI,North Central
3141,West Chicago city,Illinois,Small,Walk,215,1.6,0.9,IL,North Central
3142,West Des Moines city,Iowa,Small,Walk,300,0.9,0.4,IA,North Central
3143,West Fargo city,North Dakota,Small,Walk,189,1.2,0.5,ND,North Central
3144,West Haven city,Connecticut,Small,Walk,895,3.3,0.7,CT,Northeast
3145,West Hollywood city,California,Small,Walk,1428,6.3,1.8,CA,West
3146,West Lafayette city,Indiana,Small,Walk,2001,15.6,2.0,IN,North Central
3147,West Linn city,Oregon,Small,Walk,205,1.7,0.9,OR,West
3148,West Memphis city,Arkansas,Small,Walk,141,1.4,0.8,AR,South
3149,West Mifflin borough,Pennsylvania,Small,Walk,171,1.8,0.8,PA,Northeast
3150,West New York town,New Jersey,Small,Walk,3417,13.9,1.9,NJ,Northeast
3151,West Sacramento city,California,Small,Walk,259,1.3,0.6,CA,West
3152,West Springfield Town city,Massachusetts,Small,Walk,286,2.1,1.2,MA,Northeast
3153,Westerville city,Ohio,Small,Walk,573,3.1,0.9,OH,North Central
3154,Westfield city,Indiana,Small,Walk,150,1.0,0.6,IN,North Central
3155,Westfield city,Massachusetts,Small,Walk,554,2.9,0.9,MA,Northeast
3156,Westfield town,New Jersey,Small,Walk,294,2.2,0.8,NJ,Northeast
3157,Westlake city,Ohio,Small,Walk,208,1.3,0.6,OH,North Central
3158,Westland city,Michigan,Small,Walk,678,1.8,0.6,MI,North Central
3159,Westminster city,California,Small,Walk,579,1.5,0.5,CA,West
3160,Westmont village,Illinois,Small,Walk,295,2.3,1.0,IL,North Central
3161,Weston city,Florida,Small,Walk,309,1.0,0.6,FL,South
3162,Weymouth Town city,Massachusetts,Small,Walk,591,2.1,0.7,MA,Northeast
3163,Wheat Ridge city,Colorado,Small,Walk,294,2.0,0.8,CO,West
3164,Wheaton city,Illinois,Small,Walk,1277,4.8,1.2,IL,North Central
3165,Wheeling city,West Virginia,Small,Walk,753,5.9,1.3,WV,South
3166,Wheeling village,Illinois,Small,Walk,196,1.0,0.5,IL,North Central
3167,White Bear Lake city,Minnesota,Small,Walk,135,1.2,0.7,MN,North Central
3168,White Plains city,New York,Small,Walk,3038,10.2,1.4,NY,Northeast
3169,Whittier city,California,Small,Walk,874,2.3,0.5,CA,West
3170,Wildomar city,California,Small,Walk,30,0.2,0.3,CA,West
3171,Wildwood city,Missouri,Small,Walk,131,0.8,0.4,MO,North Central
3172,Wilkes-Barre city,Pennsylvania,Small,Walk,1495,8.7,2.3,PA,Northeast
3173,Williamsport city,Pennsylvania,Small,Walk,1155,9.0,1.6,PA,Northeast
3174,Willoughby city,Ohio,Small,Walk,106,0.9,0.5,OH,North Central
3175,Wilmette village,Illinois,Small,Walk,393,3.4,1.2,IL,North Central
3176,Wilmington city,Delaware,Small,Walk,2118,7.0,1.1,DE,South
3177,Wilson city,North Carolina,Small,Walk,232,1.2,0.6,NC,South
3178,Wilsonville city,Oregon,Small,Walk,465,5.3,2.7,OR,West
3179,Winchester city,Virginia,Small,Walk,747,6.0,1.9,VA,South
3180,Windsor town,California,Small,Walk,133,1.1,0.7,CA,West
3181,Winona city,Minnesota,Small,Walk,1440,9.7,1.9,MN,North Central
3182,Winter Garden city,Florida,Small,Walk,88,0.5,0.5,FL,South
3183,Winter Haven city,Florida,Small,Walk,353,2.8,1.1,FL,South
3184,Winter Park city,Florida,Small,Walk,312,2.5,1.1,FL,South
3185,Winter Springs city,Florida,Small,Walk,82,0.5,0.4,FL,South
3186,Woburn city,Massachusetts,Small,Walk,329,1.6,0.6,MA,Northeast
3187,Woodburn city,Oregon,Small,Walk,236,2.5,1.1,OR,West
3188,Woodbury city,Minnesota,Small,Walk,194,0.6,0.3,MN,North Central
3189,Woodland city,California,Small,Walk,606,2.5,0.8,CA,West
3190,Woodridge village,Illinois,Small,Walk,414,2.3,1.6,IL,North Central
3191,Woodstock city,Georgia,Small,Walk,82,0.7,0.6,GA,South
3192,Woodstock city,Illinois,Small,Walk,228,1.9,0.8,IL,North Central
3193,Woonsocket city,Rhode Island,Small,Walk,497,2.9,0.9,RI,Northeast
3194,Wooster city,Ohio,Small,Walk,1351,11.0,1.7,OH,North Central
3195,Wyandotte city,Michigan,Small,Walk,413,3.5,1.5,MI,North Central
3196,Wylie city,Texas,Small,Walk,109,0.5,0.4,TX,South
3197,Wyoming city,Michigan,Small,Walk,451,1.3,0.5,MI,North Central
3198,Xenia city,Ohio,Small,Walk,226,2.2,1.1,OH,North Central
3199,Yakima city,Washington,Small,Walk,852,2.3,0.7,WA,West
3200,Yorba Linda city,California,Small,Walk,298,0.9,0.3,CA,West
3201,York city,Pennsylvania,Small,Walk,930,6.0,1.3,PA,Northeast
3202,Youngstown city,Ohio,Small,Walk,765,3.6,1.1,OH,North Central
3203,Yuba City city,California,Small,Walk,419,1.6,0.8,CA,West
3204,Yucaipa city,California,Small,Walk,167,0.8,0.3,CA,West
3205,Yucca Valley town,California,Small,Walk,200,2.7,1.5,CA,West
3206,Yukon city,Oklahoma,Small,Walk,188,1.7,0.9,OK,South
3207,Yuma city,Arizona,Small,Walk,1529,4.0,1.1,AZ,West
3208,Zanesville city,Ohio,Small,Walk,278,3.1,1.4,OH,North Central
3209,Zion city,Illinois,Small,Walk,80,0.8,0.7,IL,North Central
3210,Zionsville town,Indiana,Small,Walk,45,0.4,0.3,IN,North Central
3211,Abilene city,Texas,Medium,Walk,1686,3.2,0.6,TX,South
3212,Akron city,Ohio,Medium,Walk,2313,2.8,0.4,OH,North Central
3213,Alexandria city,Virginia,Medium,Walk,3324,3.8,0.6,VA,South
3214,Allentown city,Pennsylvania,Medium,Walk,2383,5.1,0.8,PA,Northeast
3215,Amarillo city,Texas,Medium,Walk,1283,1.4,0.4,TX,South
3216,Ann Arbor city,Michigan,Medium,Walk,8699,15.6,1.3,MI,North Central
3217,Antioch city,California,Medium,Walk,436,1.0,0.4,CA,West
3218,Arvada city,Colorado,Medium,Walk,404,0.7,0.3,CO,West
3219,Aurora city,Illinois,Medium,Walk,1046,1.1,0.3,IL,North Central
3220,Beaumont city,Texas,Medium,Walk,1036,2.1,0.5,TX,South
3221,Bellevue city,Washington,Medium,Walk,2900,4.6,0.7,WA,West
3222,Berkeley city,California,Medium,Walk,9059,17.0,1.1,CA,West
3223,Billings city,Montana,Medium,Walk,1958,3.6,0.7,MT,West
3224,Boulder city,Colorado,Medium,Walk,4813,9.2,0.8,CO,West
3225,Bridgeport city,Connecticut,Medium,Walk,2558,4.2,0.7,CT,Northeast
3226,Broken Arrow city,Oklahoma,Medium,Walk,268,0.5,0.2,OK,South
3227,Brownsville city,Texas,Medium,Walk,1413,2.2,0.4,TX,South
3228,Burbank city,California,Medium,Walk,1217,2.4,0.6,CA,West
3229,Cambridge city,Massachusetts,Medium,Walk,13993,24.0,1.2,MA,Northeast
3230,Cape Coral city,Florida,Medium,Walk,497,0.8,0.3,FL,South
3231,Carlsbad city,California,Medium,Walk,619,1.3,0.4,CA,West
3232,Carrollton city,Texas,Medium,Walk,753,1.1,0.4,TX,South
3233,Cary town,North Carolina,Medium,Walk,837,1.2,0.4,NC,South
3234,Cedar Rapids city,Iowa,Medium,Walk,1945,3.0,0.5,IA,North Central
3235,Centennial city,Colorado,Medium,Walk,667,1.3,0.4,CO,West
3236,Charleston city,South Carolina,Medium,Walk,3163,5.2,0.5,SC,South
3237,Chattanooga city,Tennessee,Medium,Walk,2184,3.0,0.5,TN,South
3238,Clarksville city,Tennessee,Medium,Walk,1098,1.8,0.4,TN,South
3239,Clearwater city,Florida,Medium,Walk,1177,2.4,0.7,FL,South
3240,Columbia city,Missouri,Medium,Walk,3783,6.7,0.8,MO,North Central
3241,Columbia city,South Carolina,Medium,Walk,7095,11.3,1.3,SC,South
3242,Columbus city,Georgia,Medium,Walk,908,1.1,0.3,GA,South
3243,Concord city,California,Medium,Walk,1205,2.0,0.5,CA,West
3244,Coral Springs city,Florida,Medium,Walk,721,1.2,0.4,FL,South
3245,Corona city,California,Medium,Walk,1020,1.5,0.6,CA,West
3246,Costa Mesa city,California,Medium,Walk,1737,3.0,0.7,CA,West
3247,Daly City city,California,Medium,Walk,1091,2.1,0.5,CA,West
3248,Davenport city,Iowa,Medium,Walk,1154,2.4,0.5,IA,North Central
3249,Dayton city,Ohio,Medium,Walk,4314,7.9,0.8,OH,North Central
3250,Denton city,Texas,Medium,Walk,2342,4.2,0.7,TX,South
3251,Downey city,California,Medium,Walk,857,1.8,0.4,CA,West
3252,El Cajon city,California,Medium,Walk,1161,2.9,0.8,CA,West
3253,El Monte city,California,Medium,Walk,1396,3.0,0.6,CA,West
3254,Elgin city,Illinois,Medium,Walk,1080,2.1,0.6,IL,North Central
3255,Elizabeth city,New Jersey,Medium,Walk,3809,6.8,1.0,NJ,Northeast
3256,Elk Grove city,California,Medium,Walk,578,0.8,0.3,CA,West
3257,Erie city,Pennsylvania,Medium,Walk,2110,4.9,0.7,PA,Northeast
3258,Escondido city,California,Medium,Walk,1120,1.8,0.3,CA,West
3259,Eugene city,Oregon,Medium,Walk,4736,6.8,0.8,OR,West
3260,Evansville city,Indiana,Medium,Walk,1622,2.9,0.5,IN,North Central
3261,Everett city,Washington,Medium,Walk,2042,4.1,0.7,WA,West
3262,Fairfield city,California,Medium,Walk,2261,4.7,0.9,CA,West
3263,Fargo city,North Dakota,Medium,Walk,2756,4.4,0.6,ND,North Central
3264,Flint city,Michigan,Medium,Walk,741,2.6,0.5,MI,North Central
3265,Fort Collins city,Colorado,Medium,Walk,2707,3.6,0.4,CO,West
3266,Fort Lauderdale city,Florida,Medium,Walk,2095,2.6,0.5,FL,South
3267,Frisco city,Texas,Medium,Walk,320,0.5,0.3,TX,South
3268,Fullerton city,California,Medium,Walk,2138,3.4,0.6,CA,West
3269,Gainesville city,Florida,Medium,Walk,2892,5.2,0.7,FL,South
3270,Garden Grove city,California,Medium,Walk,1086,1.5,0.2,CA,West
3271,Glendale city,California,Medium,Walk,3304,3.8,0.6,CA,West
3272,Grand Prairie city,Texas,Medium,Walk,323,0.4,0.2,TX,South
3273,Grand Rapids city,Michigan,Medium,Walk,2649,3.2,0.4,MI,North Central
3274,Green Bay city,Wisconsin,Medium,Walk,1493,3.0,0.6,WI,North Central
3275,Gresham city,Oregon,Medium,Walk,1079,2.3,0.5,OR,West
3276,Hampton city,Virginia,Medium,Walk,1517,2.4,0.6,VA,South
3277,Hartford city,Connecticut,Medium,Walk,3767,8.2,0.8,CT,Northeast
3278,Hayward city,California,Medium,Walk,1248,1.9,0.4,CA,West
3279,High Point city,North Carolina,Medium,Walk,823,1.8,0.8,NC,South
3280,Hollywood city,Florida,Medium,Walk,2049,3.1,0.6,FL,South
3281,Huntington Beach city,California,Medium,Walk,1486,1.5,0.4,CA,West
3282,Huntsville city,Alabama,Medium,Walk,1012,1.2,0.3,AL,South
3283,Independence city,Missouri,Medium,Walk,372,0.7,0.3,MO,North Central
