,city,state,city_size,mode,n,percent,moe,state_abb,state_region
518,Hagerstown city,Maryland,Small,Bike,46,0.3,0.2,MD,South
519,Haines City city,Florida,Small,Bike,0,0.0,0.6,FL,South
520,Hallandale Beach city,Florida,Small,Bike,305,1.9,1.2,FL,South
521,Haltom City city,Texas,Small,Bike,45,0.2,0.2,TX,South
522,Hamilton city,Ohio,Small,Bike,53,0.2,0.2,OH,North Central
523,Hammond city,Indiana,Small,Bike,57,0.2,0.2,IN,North Central
524,Hammond city,Louisiana,Small,Bike,184,2.2,1.2,LA,South
525,Hamtramck city,Michigan,Small,Bike,11,0.2,0.3,MI,North Central
526,Hanford city,California,Small,Bike,173,0.8,0.6,CA,West
527,Hanover Park village,Illinois,Small,Bike,170,0.9,0.6,IL,North Central
528,Harker Heights city,Texas,Small,Bike,20,0.2,0.3,TX,South
529,Harlingen city,Texas,Small,Bike,135,0.6,0.4,TX,South
530,Harrisburg city,Pennsylvania,Small,Bike,91,0.5,0.4,PA,Northeast
531,Harrison village,New York,Small,Bike,50,0.4,0.5,NY,Northeast
532,Harrisonburg city,Virginia,Small,Bike,341,1.7,0.8,VA,South
533,Harvey city,Illinois,Small,Bike,0,0.0,0.4,IL,North Central
534,Hastings city,Minnesota,Small,Bike,48,0.4,0.3,MN,North Central
535,Hastings city,Nebraska,Small,Bike,39,0.3,0.3,NE,North Central
536,Hattiesburg city,Mississippi,Small,Bike,245,1.2,0.5,MS,South
537,Havelock city,North Carolina,Small,Bike,57,0.5,0.7,NC,South
538,Haverhill city,Massachusetts,Small,Bike,35,0.1,0.1,MA,Northeast
539,Hawthorne city,California,Small,Bike,330,0.9,0.4,CA,West
540,Hays city,Kansas,Small,Bike,54,0.4,0.4,KS,North Central
541,Hazelwood city,Missouri,Small,Bike,0,0.0,0.2,MO,North Central
542,Hazleton city,Pennsylvania,Small,Bike,11,0.1,0.2,PA,Northeast
543,Helena city,Montana,Small,Bike,488,3.3,1.1,MT,West
544,Hemet city,California,Small,Bike,50,0.2,0.2,CA,West
545,Hempstead village,New York,Small,Bike,255,1.0,0.9,NY,Northeast
546,Henderson city,Kentucky,Small,Bike,22,0.2,0.2,KY,South
547,Hendersonville city,Tennessee,Small,Bike,11,0.0,0.1,TN,South
548,Hercules city,California,Small,Bike,38,0.3,0.4,CA,West
549,Herndon town,Virginia,Small,Bike,7,0.1,0.1,VA,South
550,Herriman city,Utah,Small,Bike,0,0.0,0.3,UT,West
551,Hesperia city,California,Small,Bike,54,0.2,0.2,CA,West
552,Hialeah Gardens city,Florida,Small,Bike,11,0.1,0.2,FL,South
553,Hickory city,North Carolina,Small,Bike,23,0.1,0.2,NC,South
554,Highland city,California,Small,Bike,22,0.1,0.1,CA,West
555,Highland Park city,Illinois,Small,Bike,90,0.6,0.4,IL,North Central
556,Highland town,Indiana,Small,Bike,10,0.1,0.1,IN,North Central
557,Hilliard city,Ohio,Small,Bike,12,0.1,0.1,OH,North Central
558,Hillsboro city,Oregon,Small,Bike,568,1.3,0.5,OR,West
559,Hilton Head Island town,South Carolina,Small,Bike,377,2.3,0.8,SC,South
560,Hinesville city,Georgia,Small,Bike,87,0.6,0.5,GA,South
561,Hobart city,Indiana,Small,Bike,42,0.3,0.3,IN,North Central
562,Hobbs city,New Mexico,Small,Bike,10,0.1,0.1,NM,West
563,Hoboken city,New Jersey,Small,Bike,187,0.6,0.4,NJ,Northeast
564,Hoffman Estates village,Illinois,Small,Bike,341,1.3,1.2,IL,North Central
565,Holladay city,Utah,Small,Bike,7,0.1,0.1,UT,West
566,Holland city,Michigan,Small,Bike,316,2.2,0.7,MI,North Central
567,Hollister city,California,Small,Bike,183,1.2,1.0,CA,West
568,Holly Springs town,North Carolina,Small,Bike,0,0.0,0.3,NC,South
569,Holyoke city,Massachusetts,Small,Bike,59,0.4,0.3,MA,Northeast
570,Homer Glen village,Illinois,Small,Bike,0,0.0,0.2,IL,North Central
571,Homestead city,Florida,Small,Bike,162,0.6,0.4,FL,South
572,Homewood city,Alabama,Small,Bike,68,0.5,0.5,AL,South
573,Hoover city,Alabama,Small,Bike,0,0.0,0.1,AL,South
574,Hopewell city,Virginia,Small,Bike,20,0.2,0.3,VA,South
575,Hopkinsville city,Kentucky,Small,Bike,11,0.1,0.1,KY,South
576,Horn Lake city,Mississippi,Small,Bike,0,0.0,0.3,MS,South
577,Hot Springs city,Arkansas,Small,Bike,47,0.3,0.4,AR,South
578,Houma city,Louisiana,Small,Bike,76,0.5,0.5,LA,South
579,Huber Heights city,Ohio,Small,Bike,7,0.0,0.1,OH,North Central
580,Hudson city,Ohio,Small,Bike,23,0.2,0.3,OH,North Central
581,Huntersville town,North Carolina,Small,Bike,75,0.3,0.5,NC,South
582,Huntington city,West Virginia,Small,Bike,207,1.0,0.4,WV,South
583,Huntington Park city,California,Small,Bike,272,1.1,0.4,CA,West
584,Huntley village,Illinois,Small,Bike,29,0.3,0.3,IL,North Central
585,Huntsville city,Texas,Small,Bike,47,0.4,0.6,TX,South
586,Hurst city,Texas,Small,Bike,52,0.3,0.4,TX,South
587,Hutchinson city,Kansas,Small,Bike,58,0.3,0.2,KS,North Central
588,Idaho Falls city,Idaho,Small,Bike,256,1.0,0.5,ID,West
589,Imperial Beach city,California,Small,Bike,113,1.0,0.7,CA,West
590,Independence city,Kentucky,Small,Bike,0,0.0,0.3,KY,South
591,Indian Trail town,North Carolina,Small,Bike,14,0.1,0.1,NC,South
592,Indio city,California,Small,Bike,133,0.5,0.3,CA,West
593,Inkster city,Michigan,Small,Bike,6,0.1,0.1,MI,North Central
594,Inver Grove Heights city,Minnesota,Small,Bike,39,0.2,0.2,MN,North Central
595,Iowa City city,Iowa,Small,Bike,1477,3.9,0.7,IA,North Central
596,Issaquah city,Washington,Small,Bike,121,0.8,0.7,WA,West
597,Ithaca city,New York,Small,Bike,283,2.2,1.0,NY,Northeast
598,Jackson city,Michigan,Small,Bike,95,0.8,0.5,MI,North Central
599,Jackson city,Tennessee,Small,Bike,29,0.1,0.1,TN,South
600,Jacksonville Beach city,Florida,Small,Bike,267,2.3,1.1,FL,South
601,Jacksonville city,Arkansas,Small,Bike,16,0.1,0.2,AR,South
602,Jacksonville city,North Carolina,Small,Bike,303,0.8,0.6,NC,South
603,Jamestown city,New York,Small,Bike,52,0.4,0.4,NY,Northeast
604,Janesville city,Wisconsin,Small,Bike,95,0.3,0.2,WI,North Central
605,Jefferson City city,Missouri,Small,Bike,23,0.1,0.1,MO,North Central
606,Jeffersontown city,Kentucky,Small,Bike,12,0.1,0.1,KY,South
607,Jeffersonville city,Indiana,Small,Bike,87,0.4,0.4,IN,North Central
608,Johns Creek city,Georgia,Small,Bike,80,0.2,0.2,GA,South
609,Johnson City city,Tennessee,Small,Bike,45,0.2,0.1,TN,South
610,Johnstown city,Pennsylvania,Small,Bike,10,0.1,0.2,PA,Northeast
611,Jonesboro city,Arkansas,Small,Bike,104,0.3,0.2,AR,South
612,Joplin city,Missouri,Small,Bike,48,0.2,0.2,MO,North Central
613,Junction City city,Kansas,Small,Bike,8,0.1,0.1,KS,North Central
614,Juneau city and borough,Alaska,Small,Bike,213,1.3,0.5,AK,West
615,Jupiter town,Florida,Small,Bike,179,0.7,0.4,FL,South
616,Jurupa Valley city,California,Small,Bike,86,0.2,0.1,CA,West
617,Kalamazoo city,Michigan,Small,Bike,322,1.0,0.4,MI,North Central
618,Kalispell city,Montana,Small,Bike,188,2.1,1.3,MT,West
619,Kankakee city,Illinois,Small,Bike,42,0.4,0.3,IL,North Central
620,Kannapolis city,North Carolina,Small,Bike,35,0.2,0.2,NC,South
621,Kaysville city,Utah,Small,Bike,26,0.2,0.2,UT,West
622,Kearney city,Nebraska,Small,Bike,217,1.3,0.7,NE,North Central
623,Kearny town,New Jersey,Small,Bike,21,0.1,0.2,NJ,Northeast
624,Keene city,New Hampshire,Small,Bike,112,1.0,0.7,NH,Northeast
625,Keizer city,Oregon,Small,Bike,159,1.0,0.6,OR,West
626,Keller city,Texas,Small,Bike,15,0.1,0.1,TX,South
627,Kenmore city,Washington,Small,Bike,51,0.5,0.5,WA,West
628,Kenner city,Louisiana,Small,Bike,111,0.3,0.4,LA,South
629,Kennesaw city,Georgia,Small,Bike,0,0.0,0.3,GA,South
630,Kennewick city,Washington,Small,Bike,92,0.3,0.2,WA,West
631,Kent city,Ohio,Small,Bike,191,1.3,0.7,OH,North Central
632,Kentwood city,Michigan,Small,Bike,197,0.8,0.6,MI,North Central
633,Kernersville town,North Carolina,Small,Bike,0,0.0,0.3,NC,South
634,Kerrville city,Texas,Small,Bike,31,0.4,0.4,TX,South
635,Kettering city,Ohio,Small,Bike,119,0.4,0.3,OH,North Central
636,Key West city,Florida,Small,Bike,2439,17.4,2.9,FL,South
637,Kingman city,Arizona,Small,Bike,32,0.3,0.3,AZ,West
638,Kingsport city,Tennessee,Small,Bike,37,0.2,0.2,TN,South
639,Kingston city,New York,Small,Bike,84,0.8,0.6,NY,Northeast
640,Kingsville city,Texas,Small,Bike,15,0.1,0.2,TX,South
641,Kinston city,North Carolina,Small,Bike,20,0.3,0.3,NC,South
642,Kirkland city,Washington,Small,Bike,273,1.0,0.4,WA,West
643,Kirkwood city,Missouri,Small,Bike,15,0.1,0.2,MO,North Central
644,Kiryas Joel village,New York,Small,Bike,0,0.0,0.9,NY,Northeast
645,Kissimmee city,Florida,Small,Bike,243,0.9,0.6,FL,South
646,Klamath Falls city,Oregon,Small,Bike,31,0.3,0.3,OR,West
647,Kokomo city,Indiana,Small,Bike,141,0.7,0.3,IN,North Central
648,Kyle city,Texas,Small,Bike,0,0.0,0.3,TX,South
649,La Cañada Flintridge city,California,Small,Bike,12,0.1,0.2,CA,West
650,La Crosse city,Wisconsin,Small,Bike,701,2.6,0.7,WI,North Central
651,La Habra city,California,Small,Bike,143,0.5,0.3,CA,West
652,La Mesa city,California,Small,Bike,110,0.4,0.3,CA,West
653,La Mirada city,California,Small,Bike,134,0.6,0.3,CA,West
654,La Porte city,Indiana,Small,Bike,41,0.4,0.5,IN,North Central
655,La Porte city,Texas,Small,Bike,62,0.4,0.4,TX,South
656,La Puente city,California,Small,Bike,244,1.4,0.9,CA,West
657,La Quinta city,California,Small,Bike,158,1.0,0.8,CA,West
658,La Vergne city,Tennessee,Small,Bike,10,0.1,0.1,TN,South
659,La Verne city,California,Small,Bike,69,0.5,0.4,CA,West
660,Lacey city,Washington,Small,Bike,90,0.5,0.3,WA,West
661,Lafayette city,California,Small,Bike,30,0.3,0.3,CA,West
662,Lafayette city,Colorado,Small,Bike,130,1.0,0.5,CO,West
663,Lafayette city,Indiana,Small,Bike,232,0.7,0.4,IN,North Central
664,LaGrange city,Georgia,Small,Bike,6,0.1,0.1,GA,South
665,Laguna Beach city,California,Small,Bike,60,0.5,0.5,CA,West
666,Laguna Hills city,California,Small,Bike,138,0.9,0.6,CA,West
667,Laguna Niguel city,California,Small,Bike,54,0.2,0.2,CA,West
668,Lake Charles city,Louisiana,Small,Bike,81,0.3,0.2,LA,South
669,Lake Elsinore city,California,Small,Bike,0,0.0,0.2,CA,West
670,Lake Forest city,California,Small,Bike,246,0.6,0.3,CA,West
671,Lake Havasu City city,Arizona,Small,Bike,47,0.2,0.2,AZ,West
672,Lake in the Hills village,Illinois,Small,Bike,0,0.0,0.2,IL,North Central
673,Lake Jackson city,Texas,Small,Bike,7,0.1,0.1,TX,South
674,Lake Oswego city,Oregon,Small,Bike,98,0.6,0.4,OR,West
675,Lake Stevens city,Washington,Small,Bike,0,0.0,0.2,WA,West
676,Lake Worth city,Florida,Small,Bike,126,0.8,0.7,FL,South
677,Lakeland city,Florida,Small,Bike,206,0.5,0.3,FL,South
678,Lakeville city,Minnesota,Small,Bike,55,0.2,0.2,MN,North Central
679,Lakewood city,California,Small,Bike,247,0.6,0.3,CA,West
680,Lakewood city,Ohio,Small,Bike,171,0.6,0.3,OH,North Central
681,Lakewood city,Washington,Small,Bike,128,0.5,0.4,WA,West
682,Lancaster city,Ohio,Small,Bike,34,0.2,0.2,OH,North Central
683,Lancaster city,Pennsylvania,Small,Bike,200,0.8,0.4,PA,Northeast
684,Lancaster city,Texas,Small,Bike,0,0.0,0.2,TX,South
685,Lansing village,Illinois,Small,Bike,3,0.0,0.1,IL,North Central
686,Laramie city,Wyoming,Small,Bike,1088,6.8,1.8,WY,West
687,Largo city,Florida,Small,Bike,441,1.4,0.6,FL,South
688,Lauderdale Lakes city,Florida,Small,Bike,15,0.1,0.2,FL,South
689,Lauderhill city,Florida,Small,Bike,51,0.2,0.2,FL,South
690,Laurel city,Maryland,Small,Bike,143,1.0,1.2,MD,South
691,Lawndale city,California,Small,Bike,316,2.2,1.2,CA,West
692,Lawrence city,Indiana,Small,Bike,0,0.0,0.1,IN,North Central
693,Lawrence city,Kansas,Small,Bike,885,1.9,0.6,KS,North Central
694,Lawrence city,Massachusetts,Small,Bike,9,0.0,0.1,MA,Northeast
695,Lawrenceville city,Georgia,Small,Bike,0,0.0,0.3,GA,South
696,Lawton city,Oklahoma,Small,Bike,75,0.2,0.1,OK,South
697,Layton city,Utah,Small,Bike,42,0.1,0.1,UT,West
698,League City city,Texas,Small,Bike,87,0.2,0.2,TX,South
699,Leander city,Texas,Small,Bike,7,0.1,0.1,TX,South
700,Leavenworth city,Kansas,Small,Bike,159,1.1,0.6,KS,North Central
701,Leawood city,Kansas,Small,Bike,14,0.1,0.1,KS,North Central
702,Lebanon city,Ohio,Small,Bike,0,0.0,0.3,OH,North Central
703,Lebanon city,Pennsylvania,Small,Bike,118,1.1,0.9,PA,Northeast
704,Lebanon city,Tennessee,Small,Bike,12,0.1,0.2,TN,South
705,Lee's Summit city,Missouri,Small,Bike,8,0.0,0.1,MO,North Central
706,Leesburg city,Florida,Small,Bike,50,0.7,0.9,FL,South
707,Leesburg town,Virginia,Small,Bike,69,0.3,0.4,VA,South
708,Lehi city,Utah,Small,Bike,26,0.1,0.2,UT,West
709,Lemon Grove city,California,Small,Bike,31,0.3,0.2,CA,West
710,Lemoore city,California,Small,Bike,60,0.5,0.7,CA,West
711,Lenexa city,Kansas,Small,Bike,47,0.2,0.1,KS,North Central
712,Leominster city,Massachusetts,Small,Bike,45,0.2,0.4,MA,Northeast
713,Lewiston city,Idaho,Small,Bike,80,0.5,0.4,ID,West
714,Lewiston city,Maine,Small,Bike,65,0.4,0.3,ME,Northeast
715,Lewisville city,Texas,Small,Bike,291,0.6,0.3,TX,South
716,Liberal city,Kansas,Small,Bike,110,1.2,1.2,KS,North Central
717,Liberty city,Missouri,Small,Bike,4,0.0,0.1,MO,North Central
718,Libertyville village,Illinois,Small,Bike,90,0.9,0.6,IL,North Central
719,Lima city,Ohio,Small,Bike,45,0.3,0.3,OH,North Central
720,Lincoln city,California,Small,Bike,118,0.8,0.6,CA,West
721,Lincoln Park city,Michigan,Small,Bike,52,0.4,0.3,MI,North Central
722,Linden city,New Jersey,Small,Bike,22,0.1,0.1,NJ,Northeast
723,Lindenhurst village,New York,Small,Bike,0,0.0,0.2,NY,Northeast
724,Lino Lakes city,Minnesota,Small,Bike,38,0.4,0.3,MN,North Central
